stockpile,category,type,dup_status,dispatcher,lines,size_bytes,match_confidence,matched_engine,path
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,128,7139,0.5,DynamicProgrammingEngine,engines/post_processor/PRISM_GCODE_PROGRAMMING_ENGINE.js
extracted,engines,cam,WIRE_CANDIDATE,prism_cam,308,17152,0.5,PostProcessorAPIEngine,engines/post_processor/PRISM_GUARANTEED_POST_PROCESSOR.js
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,931,47118,0.5,PostDownloadEngine,engines/post_processor/PRISM_INTERNAL_POST_ENGINE.js
extracted,engines,cam,WIRE_CANDIDATE,prism_cam,677,22191,0.333,PostProcessorAGIWiringIntegrationEngine,engines/post_processor/PRISM_POST_INTEGRATION_MODULE.js
extracted,engines,algorithm,WIRE_CANDIDATE,prism_calc,122,6641,0.4,PostProcessorFeedOptimizerEngine,engines/post_processor/PRISM_POST_OPTIMIZER.js
extracted,engines,database,DATABASE,prism_data,2718,107812,0.5,PostProcessorAPIEngine,engines/post_processor/PRISM_POST_PROCESSOR_DATABASE_V2.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,139,4512,0.99,PostProcessorEngine,engines/post_processor/PRISM_POST_PROCESSOR_ENGINE.js
extracted,engines,cam,PARTIAL_OVERLAP,prism_cam,337,10501,0.75,PostProcessorGeneratorEngine,engines/post_processor/PRISM_POST_PROCESSOR_GENERATOR.js
extracted,engines,cam,WIRE_CANDIDATE,prism_cam,173,5566,0.5,PostProcessorAPIEngine,engines/post_processor/PRISM_RL_POST_PROCESSOR.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,610,23380,0.667,KinematicsEngine,engines/PRISM_ADVANCED_KINEMATICS_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,398,16729,0.99,ChatterPredictionEngine,engines/PRISM_CHATTER_PREDICTION_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,278,11192,0.99,CuttingMechanicsEngine,engines/PRISM_CUTTING_MECHANICS_ENGINE.js
extracted,engines,physics,WIRE_CANDIDATE,prism_calc,215,8121,0.5,AdvancedCuttingPhysicsEngine,engines/PRISM_CUTTING_PHYSICS.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,2756,112746,0.99,CuttingThermalEngine,engines/PRISM_CUTTING_THERMAL_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,472,18853,0.99,HeatTransferEngine,engines/PRISM_HEAT_TRANSFER_ENGINE.js
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,706,30175,0.4,CryogenicCuttingEngine,engines/PRISM_INTELLIGENT_CUTTING_PARAM_ENGINE.js
extracted,engines,database,DATABASE,prism_data,151,7951,0.5,JohnsonCookEngine,engines/PRISM_JOHNSON_COOK_DATABASE.js
extracted,engines,misc,WIRE_CANDIDATE,prism_dev,238,8715,0.5,AutoSpeedFeedCalculatorEngine,engines/PRISM_PHASE1_SPEED_FEED_CALCULATOR.js
extracted,engines,misc,WIRE_CANDIDATE,prism_dev,442,15218,0.25,,engines/PRISM_PHASE3_ADVANCED_SIGNAL.js
extracted,engines,physics,WIRE_CANDIDATE,prism_calc,153,5587,0.4,AdditiveManufacturingPhysicsEngine,engines/PRISM_PHASE3_MANUFACTURING_PHYSICS.js
extracted,engines,engine,STUB,,15,621,0,,engines/PRISM_RIGID_BODY_DYNAMICS_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,300,11242,0.99,SurfaceFinishEngine,engines/PRISM_SURFACE_FINISH_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,1564,67394,0.99,ThermalExpansionEngine,engines/PRISM_THERMAL_EXPANSION_ENGINE.js
extracted,engines,physics,PARTIAL_OVERLAP,prism_calc,193,6720,0.667,ThermalModelingEngine,engines/PRISM_THERMAL_MODELING.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,193,8247,0.75,BayesianToolLifeEngine,engines/PRISM_TOOL_LIFE_ENGINE.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,400,15943,0.99,VibrationAnalysisEngine,engines/PRISM_VIBRATION_ANALYSIS_ENGINE.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,207,5828,0.667,InspectionReportEngine,engines/quality/PRISM_INSPECTION_ENGINE.js
extracted,engines,misc,WIRE_CANDIDATE,prism_dev,405,13749,0.2,,engines/quality/PRISM_PHASE2_QUALITY_SYSTEM.js
extracted,engines,misc,WIRE_CANDIDATE,prism_dev,379,14854,0.25,,engines/quality/PRISM_QUALITY_MANAGER.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,103,4700,0.75,ToolpathStrategyEngine,engines/simulation/PRISM_3D_TOOLPATH_STRATEGY_ENGINE.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,236,8792,0.667,VisualizationEngine,engines/simulation/PRISM_3D_VISUALIZATION_ENGINE.js
extracted,engines,algorithm,WIRE_CANDIDATE,prism_calc,285,10712,0.333,CollisionEngine,engines/simulation/PRISM_COLLISION_ALGORITHMS.js
extracted,engines,misc,PARTIAL_OVERLAP,prism_dev,417,13767,0.667,CollisionDetectionEngine,engines/simulation/PRISM_COLLISION_DETECTION_V2.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,305,10111,0.99,CollisionEngine,engines/simulation/PRISM_COLLISION_ENGINE.js
extracted,engines,misc,WIRE_CANDIDATE,prism_dev,1296,50100,0.333,CollisionEngine,engines/simulation/PRISM_COLLISION_MOTION.js
extracted,engines,database,DATABASE,prism_data,40,2367,0.2,,engines/simulation/PRISM_STOCK_POSITIONS_DATABASE.js
extracted,engines,util,WIRE_CANDIDATE,n/a,895,39776,0.4,AutoSpeedFeedEngine,engines/SPEED_FEED_UI.js
extracted,engines,engine,PARTIAL_OVERLAP,prism_dev,636,17950,0.667,LatheLiveToolingPlannerEngine,engines/tools/PRISM_ENHANCED_LATHE_LIVE_TOOLING_ENGINE.js
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,650,30283,0.5,LatheAIOrchestrationEngine,engines/tools/PRISM_LATHE_PARAM_ENGINE.js
extracted,engines,tool,WIRE_CANDIDATE,prism_data,87,2908,0.333,BayesianToolLifeEngine,engines/tools/PRISM_PHASE1_TOOL_LIFE_MANAGER.js
extracted,engines,tool,WIRE_CANDIDATE,prism_data,441,12294,0.25,,engines/tools/PRISM_TOOL_3D_GENERATOR.js
extracted,engines,tool,WIRE_CANDIDATE,prism_data,198,5727,0.333,ToolROIEngine,engines/tools/PRISM_TOOL_GENERATOR.js
extracted,engines,tool,WIRE_CANDIDATE,prism_data,559,18374,0.333,ToolHolderCatalogEngine,engines/tools/PRISM_TOOL_HOLDER_3D_GENERATOR.js
extracted,engines,tool,WIRE_CANDIDATE,prism_data,170,5930,0.4,FusionToolLibraryEngine,engines/tools/PRISM_TOOL_LIBRARY_MANAGER.js
extracted,engines,engine,DUP_KEEP_EXISTING,prism_dev,82,3113,0.99,ToolNoseRadiusCompensationEngine,engines/tools/PRISM_TOOL_NOSE_RADIUS_COMPENSATION_ENGINE.js
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,1237,45367,0.5,PerformanceBudgetEngine,engines/tools/PRISM_TOOL_PERFORMANCE_ENGINE.js
extracted,engines,engine,WIRE_CANDIDATE,prism_dev,134,6995,0.5,AdaptiveChatterEngine,engines/vibration/PRISM_CALCULATOR_CHATTER_ENGINE.js
extracted,engines,physics,WIRE_CANDIDATE,prism_calc,43,1295,0.2,,engines/vibration/PRISM_PHASE1_CHATTER_SYSTEM.js
extracted,EXTRACTION_REGISTRY.json,misc,META,,84,5767,0,,EXTRACTION_REGISTRY.json
extracted,formulas,database,DATABASE,prism_data,52,2001,0.25,,formulas/PRISM_FORCE_LOOKUP.js
extracted,formulas,physics,WIRE_CANDIDATE,prism_calc,55,2087,0.5,FusionMaterialPhysicsBridge,formulas/PRISM_MATERIAL_PHYSICS.js
extracted,formulas,physics,WIRE_CANDIDATE,prism_calc,198,6992,0.25,,formulas/PRISM_MFG_PHYSICS.js
extracted,formulas,misc,WIRE_CANDIDATE,prism_dev,305,11411,0.2,,formulas/PRISM_STANDALONE_CALCULATOR_API.js
extracted,formulas,misc,WIRE_CANDIDATE,prism_dev,139,4453,0.333,KeywayStressEngine,formulas/PRISM_STRESS.js
extracted,formulas,misc,WIRE_CANDIDATE,prism_dev,255,8650,0.5,WEDMWireStressAnalysisEngine,formulas/PRISM_STRESS_ANALYSIS.js
extracted,formulas,physics,WIRE_CANDIDATE,prism_calc,206,7174,0.5,InverseThermalCompensationEngine,formulas/PRISM_THERMAL_COMPENSATION.js
extracted,formulas,database,DATABASE,prism_data,42,1753,0.25,,formulas/PRISM_THERMAL_LOOKUP.js
extracted,formulas,physics,WIRE_CANDIDATE,prism_calc,113,5639,0.25,,formulas/PRISM_THERMAL_PROPERTIES.js
extracted,formulas,tool,WIRE_CANDIDATE,prism_data,134,5064,0.4,BayesianToolLifeEngine,formulas/PRISM_TOOL_LIFE_ESTIMATOR.js
extracted,formulas,tool,WIRE_CANDIDATE,prism_data,553,21665,0.4,StochasticToolWearEngine,formulas/PRISM_TOOL_WEAR_MODELS.js
extracted,formulas,database,DATABASE,prism_data,72,3076,0.25,,formulas/PRISM_WEAR_LOOKUP.js
extracted,infrastructure,misc,WIRE_CANDIDATE,prism_dev,2199,106956,0.333,ProgramCompareEngine,infrastructure/PRISM_COMPARE.js
extracted,infrastructure,misc,DUP_KEEP_EXISTING,prism_dev,155,5494,0.99,EventBus,infrastructure/PRISM_EVENT_BUS.js
extracted,infrastructure,system,WIRE_CANDIDATE,prism_session,112,6422,0.333,AlgorithmGatewayEngine,infrastructure/PRISM_GATEWAY.js
extracted,infrastructure,misc,WIRE_CANDIDATE,prism_dev,222,7641,0.333,WEDMGovernanceStore,infrastructure/PRISM_STATE_STORE.js
extracted,infrastructure,misc,WIRE_CANDIDATE,prism_dev,3370,141576,0.333,CADAccuracyValidatorEngine,infrastructure/PRISM_VALIDATOR.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,188,8877,0.25,,integration/PRISM_100_PERCENT_INTEGRATION.js
extracted,integration,ai_ml,WIRE_CANDIDATE,prism_ai,166,8843,0.25,,integration/PRISM_AI_100_INTEGRATION.js
extracted,integration,ai_ml,WIRE_CANDIDATE,prism_ai,121,7237,0.4,AIDeepKnowledgeIntegrationEngine,integration/PRISM_AI_KNOWLEDGE_INTEGRATION.js
extracted,integration,misc,WIRE_CANDIDATE,prism_dev,280,12755,0.5,CadBridge,integration/PRISM_BRIDGE.js
extracted,integration,ai_ml,PARTIAL_OVERLAP,prism_ai,305,10739,0.667,CadBridge,integration/PRISM_CAD_LEARNING_BRIDGE.js
extracted,integration,misc,WIRE_CANDIDATE,prism_dev,84,4366,0.25,,integration/PRISM_CALCULATOR_ENHANCEMENT_BRIDGE.js
extracted,integration,database,DATABASE,prism_data,78,2918,0.25,,integration/PRISM_DATABASE_HUB.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,477,17018,0.25,,integration/PRISM_ENHANCED_INTEGRATION.js
extracted,integration,misc,PARTIAL_OVERLAP,prism_dev,75,3225,0.667,RealtimeEventBridge,integration/PRISM_EVENT_BRIDGE.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,137,6384,0.25,,integration/PRISM_FINAL_INTEGRATION.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,60,2723,0.2,,integration/PRISM_HIGH_PRIORITY_INTEGRATION_BRIDGE.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,102,4529,0.25,,integration/PRISM_KERNEL_INTEGRATION.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,206,8506,0.25,,integration/PRISM_PRODUCTION_INTEGRATION.js
extracted,integration,system,WIRE_CANDIDATE,prism_session,403,13037,0.4,SimulationVisualizationBridgeEngine,integration/PRISM_SIMULATION_INTEGRATION_BRIDGE.js
extracted,knowledge_bases,misc,WIRE_CANDIDATE,prism_dev,322,14550,0.25,,knowledge_bases/PRISM_220_COURSES_MASTER.js
extracted,knowledge_bases,misc,WIRE_CANDIDATE,prism_dev,48,12381,0.2,,knowledge_bases/PRISM_DATA_STRUCTURES_KB.js
extracted,knowledge_bases,ai_ml,WIRE_CANDIDATE,prism_ai,102,4245,0.2,,knowledge_bases/PRISM_KNOWLEDGE_AI_CONNECTOR.js
extracted,knowledge_bases,misc,WIRE_CANDIDATE,prism_dev,621,28729,0.5,MachiningKnowledgeBaseEngine,knowledge_bases/PRISM_KNOWLEDGE_BASE.js
extracted,knowledge_bases,misc,WIRE_CANDIDATE,prism_dev,144,5784,0.5,FusionStrategyKnowledgeEngine,knowledge_bases/PRISM_KNOWLEDGE_FUSION.js
extracted,knowledge_bases,misc,PARTIAL_OVERLAP,prism_dev,269,10611,0.667,KnowledgeGraphEngine,knowledge_bases/PRISM_KNOWLEDGE_GRAPH.js
extracted,knowledge_bases,system,WIRE_CANDIDATE,prism_session,139,8291,0.4,AIDeepKnowledgeIntegrationEngine,knowledge_bases/PRISM_KNOWLEDGE_INTEGRATION_ROUTES.js
extracted,knowledge_bases,misc,STUB,,22,4998,0,,knowledge_bases/PRISM_MFG_STRUCTURES_KB.js
extracted,knowledge_bases,misc,STUB,,27,5926,0,,knowledge_bases/PRISM_SYSTEMS_KB.js
extracted,knowledge_bases,algorithm,WIRE_CANDIDATE,prism_calc,4936,206009,0.25,,knowledge_bases/PRISM_UNIVERSITY_ALGORITHMS.js
extracted,learning,engine,PARTIAL_OVERLAP,prism_dev,73,2278,0.667,AIResourceLearningEngine,learning/PRISM_LEARNING_ENGINE.js
extracted,learning,engine,PARTIAL_OVERLAP,prism_dev,400,13466,0.75,MachineLearningFeedbackEngine,learning/PRISM_LEARNING_ENGINE_FEEDBACK.js
extracted,learning,ai_ml,WIRE_CANDIDATE,prism_ai,252,8408,0.4,MachineLearningFeedbackEngine,learning/PRISM_LEARNING_FEEDBACK_CONNECTOR.js
extracted,learning,ai_ml,WIRE_CANDIDATE,prism_ai,256,10946,0.4,TransferLearningBridgeEngine,learning/PRISM_LEARNING_INTEGRATION_BRIDGE.js
extracted,learning,engine,WIRE_CANDIDATE,prism_dev,136,4308,0.5,AIResourceLearningEngine,learning/PRISM_LEARNING_PERSISTENCE_ENGINE.js
extracted,learning,engine,WIRE_CANDIDATE,prism_dev,170,5726,0.4,AIResourceLearningEngine,learning/PRISM_LEARNING_RATE_SCHEDULER_ENGINE.js
extracted,machines,machine,WIRE_CANDIDATE,prism_data,179167,3999427,0.167,,machines/CONSOLIDATED/ALL_MACHINES.json
extracted,machines,machine,WIRE_CANDIDATE,prism_data,95,3355,0.333,index,machines/CORE/machines_core_index.js
extracted,machines,database,DATABASE,prism_data,303,15716,0.4,LatheMachineIntelligenceEngine,machines/CORE/PRISM_LATHE_MACHINE_DB.js
extracted,machines,database,DATABASE,prism_data,1224,26354,0.4,LatheMachineIntelligenceEngine,machines/CORE/PRISM_LATHE_MACHINE_DB.json
extracted,machines,database,DATABASE,prism_data,302,15614,0.4,LatheMachineIntelligenceEngine,machines/CORE/PRISM_LATHE_V2_MACHINE_DATABASE_V2.js
extracted,machines,database,DATABASE,prism_data,63,43913,0.4,MachineConfigDatabaseEngine,machines/CORE/PRISM_MACHINE_3D_DATABASE.js
extracted,machines,database,DATABASE,prism_data,109,15838,0.333,MachineConfigDatabaseEngine,machines/CORE/PRISM_MACHINE_3D_MODEL_DATABASE_V2.js
extracted,machines,database,DATABASE,prism_data,8855,191846,0.333,MachineConfigDatabaseEngine,machines/CORE/PRISM_MACHINE_3D_MODEL_DATABASE_V2.json
extracted,machines,database,DATABASE,prism_data,2310,71111,0.333,MachineConfigDatabaseEngine,machines/CORE/PRISM_MACHINE_3D_MODEL_DATABASE_V3.js
extracted,machines,database,DATABASE,prism_data,276,13807,0.333,MachineConfigDatabaseEngine,machines/CORE/PRISM_OKUMA_MACHINE_CAD_DATABASE.js
extracted,machines,database,DATABASE,prism_data,637,55304,0.4,MachineConfigDatabaseEngine,machines/CORE/PRISM_POST_MACHINE_DATABASE.js
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,2894,70073,0.2,,machines/ENHANCED/BATCH10_MAZAK_DEEP.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,3634,87652,0.2,,machines/ENHANCED/BATCH11_MULTI_DEEP.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,3176,76197,0,,machines/ENHANCED/BATCH12_FINAL_GAPS.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,6897,164374,0.2,,machines/ENHANCED/BATCH3_MULTI_MFR.json
extracted,machines,ai_ml,WIRE_CANDIDATE,prism_ai,4726,112443,0,,machines/ENHANCED/BATCH4_REMAINING.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,2272,54336,0,,machines/ENHANCED/BATCH5_MAZAK_EXPAND.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,3550,84833,0,,machines/ENHANCED/BATCH6_DN_SOLUTIONS.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,2783,65536,0.25,,machines/ENHANCED/BATCH7_MAKINO.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,6429,152908,0.25,,machines/ENHANCED/BATCH8_MULTI.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,4401,106817,0.2,,machines/ENHANCED/BATCH9_DMG_DEEP.json
extracted,machines,misc,DUP_KEEP_EXISTING,prism_dev,35,1063,0.99,index,machines/ENHANCED/BY_COUNTRY/GERMANY/INDEX.js
extracted,machines,misc,STUB,,26,717,0,,machines/ENHANCED/BY_COUNTRY/ITALY/INDEX.js
extracted,machines,misc,DUP_KEEP_EXISTING,prism_dev,53,1802,0.99,index,machines/ENHANCED/BY_COUNTRY/JAPAN/INDEX.js
extracted,machines,misc,STUB,,26,735,0,,machines/ENHANCED/BY_COUNTRY/SPAIN/INDEX.js
extracted,machines,misc,STUB,,26,772,0,,machines/ENHANCED/BY_COUNTRY/TAIWAN/INDEX.js
extracted,machines,misc,DUP_KEEP_EXISTING,prism_dev,35,1119,0.99,index,machines/ENHANCED/BY_COUNTRY/USA/INDEX.js
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,6344,152082,0,,machines/ENHANCED/DMG_MORI_EXPANDED.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,2245,53991,0.2,,machines/ENHANCED/MAZAK_TURNING_INTEGREX.json
extracted,machines,misc,WIRE_CANDIDATE,prism_dev,6877,163146,0.167,,machines/ENHANCED/NEW_MANUFACTURERS_BATCH1.json
extracted,machines,database,DATABASE,prism_data,203,6606,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_AWEA_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,218,4892,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_AWEA_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,209,19714,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_BROTHER_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2846,62363,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_BROTHER_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,54,3459,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_CHIRON_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,592,13208,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_CHIRON_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,167,6968,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_CINCINNATI_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1474,32274,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_CINCINNATI_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,1446,53485,0.286,,machines/ENHANCED/PRISM_DMG_MORI_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2564,58850,0.286,,machines/ENHANCED/PRISM_DMG_MORI_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,289,28756,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_DOOSAN_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,3567,78641,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_DOOSAN_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,169,16398,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FANUC_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1957,43291,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FANUC_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,1271,41738,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FEELER_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2200,51743,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FEELER_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,190,8389,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FIDIA_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1409,30769,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_FIDIA_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,196,8127,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_GIDDINGS_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1311,27710,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_GIDDINGS_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,174,15336,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_GROB_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1711,38423,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_GROB_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,1036,40851,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HAAS_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,3089,67912,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HAAS_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,1730,102678,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HAAS_MACHINE_DATABASE_ENHANCED_v3.js
extracted,machines,database,DATABASE,prism_data,12584,278078,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HAAS_MACHINE_DATABASE_ENHANCED_v3.json
extracted,machines,database,DATABASE,prism_data,189,17751,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HARDINGE_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1718,37791,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HARDINGE_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,502,35775,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HERMLE_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,3063,67876,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HERMLE_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,228,21963,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HURCO_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2983,64911,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_HURCO_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,219,21569,0.286,,machines/ENHANCED/PRISM_HYUNDAI_WIA_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2475,54350,0.286,,machines/ENHANCED/PRISM_HYUNDAI_WIA_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,160,14185,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_KERN_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1512,33768,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_KERN_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,188,18656,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_KITAMURA_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2192,48399,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_KITAMURA_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,173,16376,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_LEADWELL_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1868,40912,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_LEADWELL_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,machine,META,,165,5231,0,,machines/ENHANCED/PRISM_MACHINES_MANIFEST.md
extracted,machines,machine,WIRE_CANDIDATE,prism_data,277,11714,0.5,MasterIndexEngine,machines/ENHANCED/PRISM_MACHINES_MASTER_INDEX.js
extracted,machines,database,DATABASE,prism_data,812,33245,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MAKINO_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2601,56414,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MAKINO_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,191,17770,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MATSUURA_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1986,43894,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MATSUURA_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,263,31570,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MAZAK_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,3267,72567,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MAZAK_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,281,10374,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MHI_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,1873,41128,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MHI_MACHINE_DATABASE_ENHANCED_v2.json
extracted,machines,database,DATABASE,prism_data,198,17990,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MIKRON_MACHINE_DATABASE_ENHANCED_v2.js
extracted,machines,database,DATABASE,prism_data,2028,45003,0.333,MachineConfigDatabaseEngine,machines/ENHANCED/PRISM_MIKRON_MACHINE_DATABASE_ENHANCED_v2.json
